0.06122449,0.057692308
0.142857143,0.153846154
0.285714286,0.153846154
0.06122449,0.057692308
0.142857143,0.076923077
0.020408163,0.019230769
0.040816327,0.038461538
0.102040816,0.096153846
1.040816327,0.278846154
2.836734694,0.252692308
0.693877551,0.197115385
0.204081633,0.115384615
0.102040816,0.096153846
0.265306122,0.102115385
1.081632653,0.191923077
0.612244898,0.236153846
0.408163265,0.211538462
0.265306122,0.086538462
1.06122449,0.199423077
2.693877551,0.398269231
0.632653061,0.223846154
0.285714286,0.153846154
0.183673469,0.192307692
0.204081633,0.115384615
0.979591837,0.25
0.87755102,0.235576923
0.183673469,0.173076923
5.142857143,0.323076923
1.102040816,0.203076923
2.755102041,0.321346154
0.591836735,0.168269231
0.673469388,0.223653846
0.306122449,0.114423077
0.326530612,0.133846154
2.102040816,0.423076923
0.897959184,0.301346154
0.87755102,0.313269231
0.387755102,0.140384615
0.306122449,0.163461538
0.224489796,0.144230769
0.183673469,0.115384615
0.142857143,0.096153846
0.020408163,0.038461538
0.06122449,0.057692308
1.571428571,0.285961538
0.040816327,0.038461538
2.87755102,0.264230769
0.632653061,0.197115385
0.448979592,0.159807692
1.204081633,0.215192308
3.714285714,0.359038462
1.163265306,0.167692308
0.265306122,0.144230769
0.306122449,0.144230769
0.224489796,0.134615385
0.183673469,0.086538462
0.102040816,0.115384615
0.06122449,0.076923077
0.306122449,0.153846154
0.183673469,0.105769231
0.12244898,0.076923077
0.163265306,0.057692308
0.163265306,0.050961538
16.08163265,0.355576923
3.571428571,0.456538462
12.7755102,0.400192308
3.244897959,0.341346154
2.040816327,0.426923077
2.183673469,0.378461538
1.183673469,0.186730769
3.204081633,0.3075
2.93877551,0.238269231
2.428571429,0.305192308
5.204081633,0.318653846
1.326530612,0.355769231
2.714285714,0.334423077
0.571428571,0.130769231
0.408163265,0.146923077
3.163265306,0.332692308
2.857142857,0.325192308
2.244897959,0.381346154
4.510204082,0.437307692
1.326530612,0.292307692
2.673469388,0.240192308
0.673469388,0.182692308
3.387755102,0.393653846
2.897959184,0.418269231
2.632653061,0.334230769
4.93877551,0.352307692
1.142857143,0.218076923
2.775510204,0.221538462
0.693877551,0.192307692
0.387755102,0.1275
3.489795918,0.391730769
1.530612245,0.256346154
2.306122449,0.296346154
4.734693878,0.321153846
0.428571429,0.146923077
2.571428571,0.390192308
0.387755102,0.125
0.306122449,0.163461538
0.306122449,0.102115385
